edition,sport,discipline,athlete,NOC,medal,id
1936,Football,Football,"KITZMÜLLER, Josef",AUT,Silver,8
1936,Football,Football,"KRENN, Anton",AUT,Silver,8
1936,Football,Football,"KÜNZ, Ernst",AUT,Silver,8
1936,Football,Football,"LAUDON, Adolf",AUT,Silver,8
1936,Football,Football,"MANDL, Franz",AUT,Silver,8
1936,Football,Football,"STEINMETZ, Klement",AUT,Silver,8
1936,Football,Football,"WALLMÜLLER, Karl",AUT,Silver,8
1936,Football,Football,"WERGINZ, Walter",AUT,Silver,8
1936,Handball,Handball,"BARTL, Franz",AUT,Silver,8
1936,Handball,Handball,"BERGHAMMER, Franz",AUT,Silver,8
1936,Handball,Handball,"BISTRICKY, Franz",AUT,Silver,8
1936,Handball,Handball,"BRUNNER, Franz",AUT,Silver,8
1936,Handball,Handball,"HOUCHKA, Johann",AUT,Silver,8
1936,Handball,Handball,"JURACKA, Emil",AUT,Silver,8
1936,Handball,Handball,"KIEFLER, Ferdinand",AUT,Silver,8
1936,Handball,Handball,"KRECI, Josef",AUT,Silver,8
1936,Handball,Handball,"LICHA, Otto",AUT,Silver,8
1936,Handball,Handball,"MAURER, Friedrich",AUT,Silver,8
1936,Handball,Handball,"PERWEIN, Anton",AUT,Silver,8
1936,Handball,Handball,"POWOLNY, Siegfried",AUT,Silver,8
1936,Handball,Handball,"PURNER, Siegfried",AUT,Silver,8
1936,Handball,Handball,"REISP, Walter",AUT,Silver,8
1936,Handball,Handball,"SCHMALZER, Alfred",AUT,Silver,8
1936,Handball,Handball,"SCHNABEL, Alois",AUT,Silver,8
1936,Handball,Handball,"SCHUBERTH, Ludwig",AUT,Silver,8
1936,Handball,Handball,"TAUSCHER, Johann",AUT,Silver,8
1936,Handball,Handball,"VOLAK, Jaroslav",AUT,Silver,8
1936,Handball,Handball,"WOHLRAB, Leopold",AUT,Silver,8
1936,Handball,Handball,"WURMBÖCK, Friedrich",AUT,Silver,8
1936,Handball,Handball,"ZEHETNER, Johann",AUT,Silver,8
1936,Rowing,Rowing,"HASENÖHRL, Josef",AUT,Silver,8
1936,Weightlifting,Weightlifting,"FEIN, Robert",AUT,Gold,8
1948,Athletics,Athletics,"BAUMA, Hermine (Herma)",AUT,Gold,8
1948,Athletics,Athletics,"SCHÄFFER-MAYER, Ine",AUT,Bronze,8
1948,Canoe / Kayak,Canoe / Kayak F,"SCHWINGL, Friederike",AUT,Bronze,8
1948,Fencing,Fencing,"PREIS-MÜLLER, Ellen S.",AUT,Bronze,8
1952,Canoe / Kayak,Canoe / Kayak F,"LIEBHART, Gertrude",AUT,Silver,8
1952,Canoe / Kayak,Canoe / Kayak F,"RAUB, Maximilian",AUT,Bronze,8
1952,Canoe / Kayak,Canoe / Kayak F,"WIEDERMANN, Herbert",AUT,Bronze,8
1956,Canoe / Kayak,Canoe / Kayak F,"RAUB, Maximilian",AUT,Bronze,8
1956,Canoe / Kayak,Canoe / Kayak F,"WIEDERMANN, Herbert",AUT,Bronze,8
1956,Rowing,Rowing,"KLOIMSTEIN, Josef",AUT,Bronze,8
1956,Rowing,Rowing,"SAGEDER, Alfred",AUT,Bronze,8
1960,Rowing,Rowing,"KLOIMSTEIN, Josef",AUT,Silver,8
1960,Rowing,Rowing,"SAGEDER, Alfred",AUT,Silver,8
1960,Shooting,Shooting,"HAMMERER, Hubert",AUT,Gold,8
1968,Athletics,Athletics,"JANKO-EGGER, Eva",AUT,Bronze,8
1968,Athletics,Athletics,"PROKOP-SYKORA, Liese",AUT,Silver,8
1968,Canoe / Kayak,Canoe / Kayak F,"PFAFF, Günther",AUT,Bronze,8
1968,Canoe / Kayak,Canoe / Kayak F,"SEIBOLD, Gerhard",AUT,Bronze,8
1968,Sailing,Sailing,"RAUDASCHL, Hubert",AUT,Silver,8
1972,Athletics,Athletics,"GUSENBAUER-MAJDAN, Ilona",AUT,Bronze,8
1972,Canoe / Kayak,Canoe / Kayak S,"SATTLER, Norbert",AUT,Silver,8
1972,Shooting,Shooting,"DOLLINGER, Rudolf",AUT,Bronze,8
1976,Shooting,Shooting,"DOLLINGER, Rudolf",AUT,Bronze,8
1980,Equestrian,Dressage,"THEURER-MAX, Elisabeth",AUT,Gold,8
1980,Sailing,Sailing,"MAYRHOFER, Wolfgang",AUT,Silver,8
1980,Sailing,Sailing,"FERSTL, Karl",AUT,Silver,8
1980,Sailing,Sailing,"RAUDASCHL, Hubert",AUT,Silver,8
1980,Shooting,Shooting,"PETRITSCH, Gerhard",AUT,Bronze,8
1984,Judo,Judo,"REITER, Josef",AUT,Bronze,8
1984,Judo,Judo,"SEISENBACHER, Peter",AUT,Gold,8
1984,Shooting,Shooting,"KRONTHALER, Andreas",AUT,Silver,8
1988,Judo,Judo,"SEISENBACHER, Peter",AUT,Gold,8
1992,Equestrian,Jumping,"BOOR, Boris",AUT,Silver,8
1992,Equestrian,Jumping,"FRUHMANN, Thomas",AUT,Silver,8
1992,Equestrian,Jumping,"MUNZNER, Joerg",AUT,Silver,8
1992,Equestrian,Jumping,"SIMON, Hugo",AUT,Silver,8
1992,Rowing,Rowing,"JONKE, Arnold",AUT,Silver,8
1992,Rowing,Rowing,"ZERBST, Christoph",AUT,Silver,8
1996,Athletics,Athletics,"KIESL, Theresia",AUT,Bronze,8
1996,Shooting,Shooting,"WAIBEL JR, Wolfram",AUT,Silver,8
1996,Shooting,Shooting,"WAIBEL JR, Wolfram",AUT,Bronze,8
2000,Athletics,Athletics,"GRAF, Stephanie",AUT,Silver,8
2000,Sailing,Sailing,"SIEBER, Christoph",AUT,Gold,8
2000,Sailing,Sailing,"HAGARA, Roman",AUT,Gold,8
2000,Sailing,Sailing,"STEINACHER, Hans Peter",AUT,Gold,8
2004,Aquatics,Swimming,"ROGAN, Markus",AUT,Silver,8
2004,Aquatics,Swimming,"ROGAN, Markus",AUT,Silver,8
2004,Judo,Judo,"HEILL, Claudia",AUT,Silver,8
2004,Sailing,Sailing,"GERITZER, Andreas",AUT,Silver,8
2004,Sailing,Sailing,"HAGARA, Roman",AUT,Gold,8
2004,Sailing,Sailing,"STEINACHER, Hans Peter",AUT,Gold,8
2004,Shooting,Shooting,"PLANER, Christian",AUT,Bronze,8
2004,Triathlon,Triathlon,"ALLEN, Kate",AUT,Gold,8
2008,Aquatics,Swimming,"JUKIC, Mirna",AUT,Bronze,8
2008,Canoe / Kayak,Canoe / Kayak S,"OBLINGER PETERS, Violetta",AUT,Bronze,8
2008,Judo,Judo,"PAISCHER, Ludwig",AUT,Silver,8
1996,Wrestling,Wrestling Free.,"ABDULLAYEV, Namig",AZE,Silver,9
2000,Boxing,Boxing,"ALAKPAROV, Vugar",AZE,Bronze,9
2000,Shooting,Shooting,"MEFTAKHETDINOVA, Zemfira",AZE,Gold,9
2000,Wrestling,Wrestling Free.,"ABDULLAYEV, Namig",AZE,Gold,9
2004,Boxing,Boxing,"ASLANOV, Fuad",AZE,Bronze,9
2004,Boxing,Boxing,"MAMMADOV, Aghasi",AZE,Bronze,9
2004,Shooting,Shooting,"ASHUMOVA, Irada",AZE,Bronze,9
2004,Shooting,Shooting,"MEFTAKHETDINOVA, Zemfira",AZE,Bronze,9
2004,Wrestling,Wrestling Gre-R,"MANSUROV, Farid",AZE,Gold,9
2008,Boxing,Boxing,"IMRANOV, Shahin",AZE,Bronze,9
2008,Judo,Judo,"MAMMADLI, Elnur",AZE,Gold,9
2008,Judo,Judo,"MIRALIYEV, Movlud",AZE,Bronze,9
2008,Wrestling,Wrestling Free.,"STADNIK, Mariya",AZE,Bronze,9
2008,Wrestling,Wrestling Free.,"GAZYUMOV, Khetag",AZE,Bronze,9
2008,Wrestling,Wrestling Gre-R,"BAYRAMOV, Rovshan",AZE,Silver,9
2008,Wrestling,Wrestling Gre-R,"RAHIMOV, Vitaliy",AZE,Silver,9
1956,Sailing,Sailing,"FARRINGTON, Sloane Elmo",BAH,Bronze,10
1956,Sailing,Sailing,"KNOWLES, Durward Randolph",BAH,Bronze,10
1964,Sailing,Sailing,"COOKE, Cecil George",BAH,Gold,10
1964,Sailing,Sailing,"KNOWLES, Durward Randolph",BAH,Gold,10
1992,Athletics,Athletics,"RUTHERFORD, Frank",BAH,Bronze,10
1996,Athletics,Athletics,"CLARKE, Eldece",BAH,Silver,10
1996,Athletics,Athletics,"DAVIS, Pauline Elaine",BAH,Silver,10
1996,Athletics,Athletics,"FERGUSON-MCKENZIE, Debbie",BAH,Silver,10
1996,Athletics,Athletics,"FYNES, Sevatheda",BAH,Silver,10
1996,Athletics,Athletics,"STURRUP, Chandra",BAH,Silver,10
2000,Athletics,Athletics,"DAVIS, Pauline Elaine",BAH,Gold,10
2000,Athletics,Athletics,"DAVIS, Pauline Elaine",BAH,Gold,10
2000,Athletics,Athletics,"FERGUSON-MCKENZIE, Debbie",BAH,Gold,10
2000,Athletics,Athletics,"FYNES, Sevatheda",BAH,Gold,10
2000,Athletics,Athletics,"LEWIS, Eldice",BAH,Gold,10
2000,Athletics,Athletics,"STURRUP, Chandra",BAH,Gold,10
2004,Athletics,Athletics,"FERGUSON-MCKENZIE, Debbie",BAH,Bronze,10
2004,Athletics,Athletics,"WILLIAMS-DARLING, Tonique",BAH,Gold,10
2008,Athletics,Athletics,"BAIN, Andretti",BAH,Silver,10
2008,Athletics,Athletics,"BROWN, Christopher",BAH,Silver,10
2008,Athletics,Athletics,"MATHIEU, Michael",BAH,Silver,10
2008,Athletics,Athletics,"WILLIAMS, Andrae",BAH,Silver,10
2008,Athletics,Athletics,"SANDS, Leevan",BAH,Bronze,10
2000,Athletics,Athletics,"THOMPSON, Obadele",BAR,Bronze,11
1996,Athletics,Athletics,"NIYONGABO, Venuste",BDI,Gold,12
1900,Aquatics,Water polo,"COHEN, Henri",BEL,Silver,13
1900,Aquatics,Water polo,"DE BACKER, Jean",BEL,Silver,13
1900,Aquatics,Water polo,"DE BEHR, Victor",BEL,Silver,13
1900,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Silver,13
1900,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Silver,13
1900,Aquatics,Water polo,"MICHANT, Albert",BEL,Silver,13
1900,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Silver,13
1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Gold,13
1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Gold,13
1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Silver,13
1900,Archery,Archery,"FOULON, Emmanuel",BEL,Gold,13
1900,Archery,Archery,"DRUART, Jr.",BEL,Silver,13
1900,Archery,Archery,"GLINEUX, Louis",BEL,Bronze,13
1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Bronze,13
1900,Equestrian,Jumping,"HAEGEMAN, Aimé",BEL,Gold,13
1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Silver,13
1900,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Gold,13
1900,Football,Football,"DELBECQUE, Albert",BEL,Bronze,13
1900,Football,Football,"KELECOM, R.",BEL,Bronze,13
1900,Football,Football,"LEBOUTTE, Marcel",BEL,Bronze,13
1900,Football,Football,LONDOT,BEL,Bronze,13
1900,Football,Football,"MOREAU, Ernest",BEL,Bronze,13
1900,Football,Football,"NEEFS, E.",BEL,Bronze,13
1900,Football,Football,"PELGRIMS, Georges",BEL,Bronze,13
1900,Football,Football,"RENIER, Alphonse",BEL,Bronze,13
1900,Football,Football,"SPANNOGHE, E.",BEL,Bronze,13
1900,Football,Football,"THORNTON, Erich",BEL,Bronze,13
1900,Football,Football,VAN HEUCKELUM,BEL,Bronze,13
1900,Rowing,Rowing,"BRUGGEMAN, Prospère",BEL,Silver,13
1900,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Silver,13
1900,Rowing,Rowing,"DE COCK, Oscar",BEL,Silver,13
1900,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Silver,13
1900,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Silver,13
1900,Rowing,Rowing,"ODBERG, Frank",BEL,Silver,13
1900,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Silver,13
1900,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Silver,13
1900,Rowing,Rowing,"VERDONCK, Maurice",BEL,Silver,13
1900,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Bronze,13
1900,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",BEL,Bronze,13
1908,Aquatics,Water polo,"BOIN, Victor",BEL,Silver,13
1908,Aquatics,Water polo,"DONNERS, Hermann",BEL,Silver,13
1908,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Silver,13
1908,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Silver,13
1908,Aquatics,Water polo,"MEYBOOM, Herman",BEL,Silver,13
1908,Aquatics,Water polo,"MICHANT, Albert",BEL,Silver,13
1908,Aquatics,Water polo,"PLETINCX, Joseph",BEL,Silver,13
1908,Cycling,Cycling Track,"WERBROECK, Joseph",BEL,Bronze,13
1908,Fencing,Fencing,"ANSPACH, Paul",BEL,Bronze,13
1908,Fencing,Fencing,"BEURAIN, Désiré",BEL,Bronze,13
1908,Fencing,Fencing,"DE MONTIGNY, Fernand",BEL,Bronze,13
1908,Fencing,Fencing,"FEYERICK, Ferdinand",BEL,Bronze,13
1908,Fencing,Fencing,"ROM, François",BEL,Bronze,13
1908,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Silver,13
1908,Rowing,Rowing,"MIJS, Georges",BEL,Silver,13
1908,Rowing,Rowing,"MORIMONT, Marcel",BEL,Silver,13
1908,Rowing,Rowing,"ORBAN, Rémy",BEL,Silver,13
1908,Rowing,Rowing,"POMA, Rodolphe",BEL,Silver,13
1908,Rowing,Rowing,"TAELMAN, Oscar",BEL,Silver,13
1908,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Silver,13
1908,Rowing,Rowing,"VEIRMAN, Polydore",BEL,Silver,13
1908,Rowing,Rowing,"VERGUCHT, François",BEL,Silver,13
1908,Sailing,Sailing,"HUYBRECHTS, Léon",BEL,Silver,13
1908,Sailing,Sailing,"HUYBRECHTS, Louis",BEL,Silver,13
1908,Sailing,Sailing,"WEEWAUTERS, Henri",BEL,Silver,13
1908,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Gold,13
1908,Shooting,Shooting,"STORMS, Réginald",BEL,Silver,13
1908,Shooting,Shooting,"ENGLEBERT, René",BEL,Silver,13
1908,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",BEL,Silver,13
1908,Shooting,Shooting,"STORMS, Réginald",BEL,Silver,13
1908,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Silver,13
1912,Aquatics,Water polo,"BOIN, Victor",BEL,Bronze,13
1912,Aquatics,Water polo,"COURBET, Félicien",BEL,Bronze,13
1912,Aquatics,Water polo,"DONNERS, Hermann",BEL,Bronze,13
1912,Aquatics,Water polo,"DURANT, Albert",BEL,Bronze,13
1912,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Bronze,13
1912,Aquatics,Water polo,"MEYBOOM, Herman",BEL,Bronze,13
1912,Aquatics,Water polo,"PLETINCX, Joseph",BEL,Bronze,13
1912,Equestrian,Jumping,"DE BLOMMAERT DE SOYE, Emmanuel",BEL,Bronze,13
1912,Fencing,Fencing,"LE HARDY DE BEAULIEU, Philippe",BEL,Bronze,13
1912,Fencing,Fencing,"ANSPACH, Paul",BEL,Gold,13
1912,Fencing,Fencing,"ANSPACH, Henri",BEL,Gold,13
1912,Fencing,Fencing,"ANSPACH, Paul",BEL,Gold,13
1912,Fencing,Fencing,"DE MONTIGNY, Fernand",BEL,Gold,13
1912,Fencing,Fencing,"HENNET, Robert",BEL,Gold,13
1912,Fencing,Fencing,"OCHS, Jacques",BEL,Gold,13
1912,Fencing,Fencing,"ROM, François",BEL,Gold,13
1912,Fencing,Fencing,"SALMON, Gaston C.J.M.",BEL,Gold,13
1912,Fencing,Fencing,"WILLEMS, Victor",BEL,Gold,13
1912,Rowing,Rowing,"VEIRMAN, Polydore",BEL,Silver,13
1920,Aquatics,Swimming,"BLITZ, Gerard",BEL,Bronze,13
1920,Aquatics,Water polo,"BAUWENS, René",BEL,Silver,13
1920,Aquatics,Water polo,"BLITZ, Gerard",BEL,Silver,13
1920,Aquatics,Water polo,"BLITZ, Maurice",BEL,Silver,13
1920,Aquatics,Water polo,"DEWIN, Pierre",BEL,Silver,13
1920,Aquatics,Water polo,"DURANT, Albert",BEL,Silver,13
1920,Aquatics,Water polo,"GAILLY, Paul",BEL,Silver,13
1920,Aquatics,Water polo,"NIJS, Pierre",BEL,Silver,13
1920,Aquatics,Water polo,"PLETINCX, Joseph",BEL,Silver,13
1920,Archery,Archery,"FLAMAND, Firmin",BEL,Bronze,13
1920,Archery,Archery,"CLOETENS, Edmond",BEL,Gold,13
1920,Archery,Archery,"VAN DE PERCK, Louis",BEL,Silver,13
1920,Archery,Archery,"CLOETENS, Edmond",BEL,Gold,13
1920,Archery,Archery,"FLAMAND, Firmin",BEL,Gold,13
1920,Archery,Archery,"HERMANS, Joseph",BEL,Gold,13
1920,Archery,Archery,"VAN DE PERCK, Louis",BEL,Gold,13
1920,Archery,Archery,"VAN DE VERRE, Auguste",BEL,Gold,13
1920,Archery,Archery,"VAN MOER, Edmond",BEL,Gold,13
1920,Archery,Archery,"CLOETENS, Edmond",BEL,Gold,13
1920,Archery,Archery,"FLAMAND, Firmin",BEL,Gold,13
1920,Archery,Archery,"HERMANS, Joseph",BEL,Gold,13
1920,Archery,Archery,"VAN DE PERCK, Louis",BEL,Gold,13
1920,Archery,Archery,"VAN DE VERRE, Auguste",BEL,Gold,13
1920,Archery,Archery,"VAN MOER, Edmond",BEL,Gold,13
1920,Archery,Archery,"HERMANS, Joseph",BEL,Bronze,13
1920,Archery,Archery,"VAN MOER, Edmond",BEL,Gold,13
1920,Archery,Archery,"VAN DE PERCK, Louis",BEL,Silver,13
1920,Archery,Archery,"ALLAERT, Alphonse",BEL,Silver,13
1920,Archery,Archery,"DE KNIBBER, Edmond",BEL,Silver,13
1920,Archery,Archery,"DE MAYER, Jérome",BEL,Silver,13
1920,Archery,Archery,"DELCON, Louis",BEL,Silver,13
1920,Archery,Archery,"FIERENS, Louis",BEL,Silver,13
1920,Archery,Archery,"VAN BEECK, Louis",BEL,Silver,13
1920,Archery,Archery,"VAN INNIS, Hubert",BEL,Silver,13
1920,Archery,Archery,"VAN THIELT, Pierre",BEL,Silver,13
1920,Archery,Archery,"ALLAERT, Alphonse",BEL,Gold,13
1920,Archery,Archery,"DE KNIBBER, Edmond",BEL,Gold,13
1920,Archery,Archery,"DE MAYER, Jérome",BEL,Gold,13
1920,Archery,Archery,"DELCON, Louis",BEL,Gold,13
1920,Archery,Archery,"FIERENS, Louis",BEL,Gold,13
1920,Archery,Archery,"VAN BEECK, Louis",BEL,Gold,13
1920,Archery,Archery,"VAN INNIS, Hubert",BEL,Gold,13
1920,Archery,Archery,"VAN THIELT, Pierre",BEL,Gold,13
1920,Archery,Archery,"ALLAERT, Alphonse",BEL,Gold,13
1920,Archery,Archery,"DE KNIBBER, Edmond",BEL,Gold,13
1920,Archery,Archery,"DE MAYER, Jérome",BEL,Gold,13
1920,Archery,Archery,"DELCON, Louis",BEL,Gold,13
1920,Archery,Archery,"FIERENS, Louis",BEL,Gold,13
1920,Archery,Archery,"VAN BEECK, Louis",BEL,Gold,13
1920,Archery,Archery,"VAN INNIS, Hubert",BEL,Gold,13
1920,Archery,Archery,"VAN THIELT, Pierre",BEL,Gold,13
1920,Archery,Archery,"VAN INNIS, Hubert",BEL,Gold,13
1920,Archery,Archery,"VAN INNIS, Hubert",BEL,Gold,13
1920,Archery,Archery,"VAN INNIS, Hubert",BEL,Silver,13
1920,Cycling,Cycling Road,"DE BUINNE, Albert",BEL,Bronze,13
1920,Cycling,Cycling Road,"JANSSENS, Jean",BEL,Bronze,13
1920,Cycling,Cycling Road,"VERCRUYSSE, André",BEL,Bronze,13
1920,Cycling,Cycling Road,"WYCKMANS, Albert",BEL,Bronze,13
1920,Cycling,Cycling Track,"GEORGE, Henry",BEL,Gold,13
1920,Equestrian,Eventing,"BONVALET, Jules",BEL,Bronze,13
1920,Equestrian,Eventing,"LINTS, Oswald G. H.",BEL,Bronze,13
1920,Equestrian,Eventing,"MISONNE, Jacques",BEL,Bronze,13
1920,Equestrian,Eventing,"MOEREMANS D'EMAUS, Roger",BEL,Bronze,13
1920,Equestrian,Jumping,"COUMANS, André",BEL,Silver,13
1920,Equestrian,Jumping,"DE BRIE, Thierry",BEL,Silver,13
1920,Equestrian,Jumping,"DE GAIFFIER D'HESTROY, Hermann",BEL,Silver,13
1920,Equestrian,Jumping,"D'OULTROMENT, Herman",BEL,Silver,13
1920,Equestrian,Vaulting,"FINET, T.",BEL,Bronze,13
1920,Equestrian,Vaulting,"BOUCKAERT, T.",BEL,Gold,13
1920,Equestrian,Vaulting,"BOUCKAERT, T.",BEL,Gold,13
1920,Equestrian,Vaulting,"FINET, T.",BEL,Gold,13
1920,Equestrian,Vaulting,VAN CAUWENBERG,BEL,Gold,13
1920,Equestrian,Vaulting,VAN RANST,BEL,Gold,13
1920,Equestrian,Vaulting,VAN SCHAUWBROECK,BEL,Gold,13
1920,Fencing,Fencing,"ANSPACH, Paul",BEL,Silver,13
1920,Fencing,Fencing,"BOIN, Victor",BEL,Silver,13
1920,Fencing,Fencing,"DE CRAECKER, Joseph",BEL,Silver,13
1920,Fencing,Fencing,"DE MONTIGNY, Fernand",BEL,Silver,13
1920,Fencing,Fencing,"DE WEE, Maurice",BEL,Silver,13
1920,Fencing,Fencing,"GEVERS, Ernest",BEL,Silver,13
1920,Fencing,Fencing,"GOBLET D'AVIELLA, Félix",BEL,Silver,13
1920,Fencing,Fencing,"LE HARDY DE BEAULIEU, Philippe",BEL,Silver,13
1920,Fencing,Fencing,"TOM, Léon",BEL,Silver,13
1920,Football,Football,"BALYU, Félix",BEL,Gold,13
1920,Football,Football,"BASTIN, Désiré",BEL,Gold,13
1920,Football,Football,"BRAGARD, Mathieu",BEL,Gold,13
1920,Football,Football,"COPPEE, Robert",BEL,Gold,13
1920,Football,Football,"DE BIE, Jan",BEL,Gold,13
1920,Football,Football,"FIERENS, André",BEL,Gold,13
1920,Football,Football,"HANSE, Emile",BEL,Gold,13
1920,Football,Football,"HEBDIN, Georges",BEL,Gold,13
1920,Football,Football,"LARNOE, Henri",BEL,Gold,13
1920,Football,Football,"MUSCH, Joseph",BEL,Gold,13
1920,Football,Football,"NISOT, Fernand",BEL,Gold,13
1920,Football,Football,"SWARTENBROEKS, Armand",BEL,Gold,13
1920,Football,Football,"VAN HEGE, Louis",BEL,Gold,13
1920,Football,Football,"VERBEECK, Oscar",BEL,Gold,13
1920,Gymnastics,Artistic G.,"AUWERKERKEN, Eugenius",BEL,Silver,13
1920,Gymnastics,Artistic G.,"BAUER, Théophile",BEL,Silver,13
1920,Gymnastics,Artistic G.,"CLAESSENS, Francois",BEL,Silver,13
1920,Gymnastics,Artistic G.,"COOTMANS, Auguste",BEL,Silver,13
1920,Gymnastics,Artistic G.,"GIBENS, Frans",BEL,Silver,13
1920,Gymnastics,Artistic G.,"HAEPERS, Albert",BEL,Silver,13
1920,Gymnastics,Artistic G.,"JACOBS, Dominique",BEL,Silver,13
1920,Gymnastics,Artistic G.,"KEMPENEERS, Félicien",BEL,Silver,13
1920,Gymnastics,Artistic G.,"LABEEU, Jules",BEL,Silver,13
1920,Gymnastics,Artistic G.,"LAFORTUNE, Hubert",BEL,Silver,13
1920,Gymnastics,Artistic G.,"LANDRIEU, Auguste",BEL,Silver,13
1920,Gymnastics,Artistic G.,"LANNIE, Charles",BEL,Silver,13
1920,Gymnastics,Artistic G.,"LORIOT, Constant",BEL,Silver,13
1920,Gymnastics,Artistic G.,"MINNAERT, Ferdinand",BEL,Silver,13
1920,Gymnastics,Artistic G.,"MOERLOOS, Nicolas",BEL,Silver,13
1920,Gymnastics,Artistic G.,"STOOP, Louis",BEL,Silver,13
1920,Gymnastics,Artistic G.,"VAN GUYSSE, Jean",BEL,Silver,13
1920,Gymnastics,Artistic G.,"VAN MELE, Alphonse",BEL,Silver,13
1920,Gymnastics,Artistic G.,"VERBOVEN, François",BEL,Silver,13
1920,Gymnastics,Artistic G.,"VERBOVEN, Jean",BEL,Silver,13
1920,Gymnastics,Artistic G.,"VERDONCK, Julien",BEL,Silver,13
1920,Gymnastics,Artistic G.,"VERSTRAETEN, Joseph",BEL,Silver,13
1920,Gymnastics,Artistic G.,"VIVEX, Georges",BEL,Silver,13
1920,Gymnastics,Artistic G.,"WAGEMANS, Julianus",BEL,Silver,13
1920,Gymnastics,Artistic G.,"ARETS, Paul",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"BRONCKAERT, Léon",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"CLABOTS, Léopold",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"CLAESSENS, Jean Baptiste",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"DARRIEN, Léon",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"DEHOUX, Lucien",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"DELEU, Ernest",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"DUBOISSON, Emil",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"DUREUIL, Ernest",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"FIEMS, Joseph",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"HANSEN, Marcel",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"HENIN, Louis",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"HOFFMAN, Omer",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"LOGIEST, Félix",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"MARSCHAELCKE, Charles",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"PAENHUYSEN, René",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"PIERRET, Arnold",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"PINCHART, René",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"PIROTTE, Gaspar",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"PLUYS, Augusten",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"SON, Léopold",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"TAEYMANS, Edouard",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"THITIAR, Pierre",BEL,Bronze,13
1920,Gymnastics,Artistic G.,"VERHAVERT, Henri",BEL,Bronze,13
1920,Hockey,Hockey,"BECQUET, André",BEL,Bronze,13
1920,Hockey,Hockey,"CHIBERT, Pierre",BEL,Bronze,13
1920,Hockey,Hockey,"DAUFRESNE DE LA CHEVALERIE, Raoul",BEL,Bronze,13
1920,Hockey,Hockey,"DE MONTIGNY, Fernand",BEL,Bronze,13
1920,Hockey,Hockey,"DELELIENNE, Charles",BEL,Bronze,13
1920,Hockey,Hockey,"DIERCXENS, Louis",BEL,Bronze,13
1920,Hockey,Hockey,"GEVERS, Robert",BEL,Bronze,13
1920,Hockey,Hockey,"GOEMAERE, Adolphe",BEL,Bronze,13
1920,Hockey,Hockey,"GUIETTE, Charles",BEL,Bronze,13
1920,Hockey,Hockey,"KEPPENS, Raymond",BEL,Bronze,13
1920,Hockey,Hockey,"STRAUWEN, René",BEL,Bronze,13
1920,Hockey,Hockey,"THINCHANT, Paul",BEL,Bronze,13
1920,Hockey,Hockey,"VALCKE, Pierre",BEL,Bronze,13
1920,Hockey,Hockey,"VAN DEN BEMDEN, Maurice",BEL,Bronze,13
