edition,sport,discipline,athlete,NOC,medal,id
1976,Aquatics,Swimming,"RASKATOV, Vladimir",URS,Bronze,131
1976,Aquatics,Swimming,"SMIRNOV, Andrei",URS,Bronze,131
1976,Aquatics,Swimming,"BOGDANOV, Andrei",URS,Silver,131
1976,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Silver,131
1976,Aquatics,Swimming,"KRYLOV, Andrei",URS,Silver,131
1976,Aquatics,Swimming,"RASKATOV, Vladimir",URS,Silver,131
1976,Archery,Archery,"RUSTAMOVA, Zebiniso",URS,Bronze,131
1976,Archery,Archery,"KOVPAN, Valentina",URS,Silver,131
1976,Athletics,Athletics,"BORZOV, Valery",URS,Bronze,131
1976,Athletics,Athletics,"LEBEDEVA, Natalya",URS,Bronze,131
1976,Athletics,Athletics,"ANISIMOVA, Tatiana",URS,Silver,131
1976,Athletics,Athletics,"KAZANKINA, Tatiana",URS,Gold,131
1976,Athletics,Athletics,"GAVRILENKO, Yevgeni",URS,Bronze,131
1976,Athletics,Athletics,"AKSININ, Aleksandr",URS,Bronze,131
1976,Athletics,Athletics,"BORZOV, Valery",URS,Bronze,131
1976,Athletics,Athletics,"KOLESNIKOV, Nikolai",URS,Bronze,131
1976,Athletics,Athletics,"SILOVS, Yuris",URS,Bronze,131
1976,Athletics,Athletics,"ANISIMOVA, Vera",URS,Bronze,131
1976,Athletics,Athletics,"BESFAMILNAYA, Nadezhda",URS,Bronze,131
1976,Athletics,Athletics,"PROROCHENKO, Tatiana",URS,Bronze,131
1976,Athletics,Athletics,"ZHARKOVA-MASLAKOVA, Liudmila",URS,Bronze,131
1976,Athletics,Athletics,"AKSENOVA, Lyudmila",URS,Bronze,131
1976,Athletics,Athletics,"CHISTYAKOVA-SOKOLOVA, Natalya",URS,Bronze,131
1976,Athletics,Athletics,"KLIMOVOCHA, Inta",URS,Bronze,131
1976,Athletics,Athletics,"KOLESNIKOVA-ILYINA, Nadezhda",URS,Bronze,131
1976,Athletics,Athletics,"KAZANKINA, Tatiana",URS,Gold,131
1976,Athletics,Athletics,"AVILOV, Nikolai",URS,Bronze,131
1976,Athletics,Athletics,"BONDARCHUK, Anatoli",URS,Bronze,131
1976,Athletics,Athletics,"SEDYKH, Yuri",URS,Gold,131
1976,Athletics,Athletics,"SPIRIDONOV, Aleksei",URS,Silver,131
1976,Athletics,Athletics,"ALFEEVA, Lidia",URS,Bronze,131
1976,Athletics,Athletics,"BARYSHNIKOV, Aleksandr",URS,Bronze,131
1976,Athletics,Athletics,"MIRONOV, Yevgeni",URS,Silver,131
1976,Athletics,Athletics,"CHIZHOVA, Nadezhda",URS,Silver,131
1976,Athletics,Athletics,"SANEEV, Viktor",URS,Gold,131
1976,Basketball,Basketball,"ARZAMASKOV, Vladimir",URS,Bronze,131
1976,Basketball,Basketball,"BELOV, Aleksandr",URS,Bronze,131
1976,Basketball,Basketball,"BELOV, Sergei",URS,Bronze,131
1976,Basketball,Basketball,"EDESHKO, Ivan",URS,Bronze,131
1976,Basketball,Basketball,"KORKIYA, Mikhail",URS,Bronze,131
1976,Basketball,Basketball,"MAKEEV, Andrei",URS,Bronze,131
1976,Basketball,Basketball,"MILOSERDOV, Valeri",URS,Bronze,131
1976,Basketball,Basketball,"MYSHKIN, Anatoli",URS,Bronze,131
1976,Basketball,Basketball,"SALNIKOV, Aleksandr",URS,Bronze,131
1976,Basketball,Basketball,"TKACHENKO, Vladimir",URS,Bronze,131
1976,Basketball,Basketball,"ZHARMUKHAMEDOV, Alzhan",URS,Bronze,131
1976,Basketball,Basketball,"ZHIGILY, Vladimir",URS,Bronze,131
1976,Basketball,Basketball,"BARISHEVA-KOROSTELEVA, Olga",URS,Gold,131
1976,Basketball,Basketball,"DAUNENE, Tamara",URS,Gold,131
1976,Basketball,Basketball,"FERYABNIKOVA, Nelli",URS,Gold,131
1976,Basketball,Basketball,"KLIMOVA, Natalya",URS,Gold,131
1976,Basketball,Basketball,"KURVYAKOVA, Raisa",URS,Gold,131
1976,Basketball,Basketball,"OVECHKINA, Tatiana",URS,Gold,131
1976,Basketball,Basketball,"RUPSHENE, Angelia",URS,Gold,131
1976,Basketball,Basketball,"SEMENOVA, Iuliana",URS,Gold,131
1976,Basketball,Basketball,"SHUVAEVA-OLKHOVA, Nadezhda",URS,Gold,131
1976,Basketball,Basketball,"SUKHARNOVA, Olga",URS,Gold,131
1976,Basketball,Basketball,"ZAKHAROVA, Nadezhda",URS,Gold,131
1976,Basketball,Basketball,"ZAKHAROVA-NADIROVA, Tatiana",URS,Gold,131
1976,Boxing,Boxing,"TOROSYAN, David",URS,Bronze,131
1976,Boxing,Boxing,"RYBAKOV, Viktor",URS,Bronze,131
1976,Boxing,Boxing,"SOLOMIN, Vasili",URS,Bronze,131
1976,Boxing,Boxing,"SAVCHENKO, Viktor",URS,Bronze,131
1976,Boxing,Boxing,"RISKIEV, Rufat",URS,Silver,131
1976,Canoe / Kayak,Canoe / Kayak F,"YURCHENKO, Vasili",URS,Silver,131
1976,Canoe / Kayak,Canoe / Kayak F,"ROGOV, Aleksandr",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"PETRENKO, Sergei",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"VINOGRADOV, Aleksandr",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"PETRENKO, Sergei",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"VINOGRADOV, Aleksandr",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"KORSHUNOVA, Tatyana",URS,Silver,131
1976,Canoe / Kayak,Canoe / Kayak F,"NAGORNYI, Sergei",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"ROMANOVSKY, Vladimir",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"NAGORNYI, Sergei",URS,Silver,131
1976,Canoe / Kayak,Canoe / Kayak F,"ROMANOVSKY, Vladimir",URS,Silver,131
1976,Canoe / Kayak,Canoe / Kayak F,"GOPOVA-TROFIMOVA, Nina",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"KREFT-ALEKSEEVA, Galina",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"CHUKHRAI, Sergei",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"DEGTYAREV, Aleksandr",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"FILATOV, Yuri",URS,Gold,131
1976,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Gold,131
1976,Cycling,Cycling Road,"CHAPLYGIN, Valeri",URS,Gold,131
1976,Cycling,Cycling Road,"CHUKANOV, Anatoli",URS,Gold,131
1976,Cycling,Cycling Road,"KAMINSKY, Vladimir",URS,Gold,131
1976,Cycling,Cycling Road,"PIKKUUS, Aavo",URS,Gold,131
1976,Cycling,Cycling Track,"OSOKIN, Vladimir",URS,Silver,131
1976,Cycling,Cycling Track,"PEROV, Aleksandr",URS,Silver,131
1976,Cycling,Cycling Track,"PETRAKOV, Vitali",URS,Silver,131
1976,Cycling,Cycling Track,"SOKOLOV, Viktor",URS,Silver,131
1976,Fencing,Fencing,"ROMANKOV, Aleksander",URS,Silver,131
1976,Fencing,Fencing,"NOVIKOVA-BELOVA, Elena",URS,Bronze,131
1976,Fencing,Fencing,"GILIAZOVA, Nailia",URS,Gold,131
1976,Fencing,Fencing,"KNYAZEVA, Olga",URS,Gold,131
1976,Fencing,Fencing,"NIKONOVA, Valentina",URS,Gold,131
1976,Fencing,Fencing,"NOVIKOVA-BELOVA, Elena",URS,Gold,131
1976,Fencing,Fencing,"SIDOROVA, Valentina",URS,Gold,131
1976,Fencing,Fencing,"SIDYAK, Viktor",URS,Bronze,131
1976,Fencing,Fencing,"KROVOPUSKOV, Viktor",URS,Gold,131
1976,Fencing,Fencing,"NAZLYMOV, Vladimir",URS,Silver,131
1976,Fencing,Fencing,"BURTSEV, Mikhail",URS,Gold,131
1976,Fencing,Fencing,"KROVOPUSKOV, Viktor",URS,Gold,131
1976,Fencing,Fencing,"NAZLYMOV, Vladimir",URS,Gold,131
1976,Fencing,Fencing,"SIDYAK, Viktor",URS,Gold,131
1976,Fencing,Fencing,"VINOKUROV, Eduard",URS,Gold,131
1976,Football,Football,"ASTAPOVSKY, Vladimir",URS,Bronze,131
1976,Football,Football,"BLOKHIN, Oleg",URS,Bronze,131
1976,Football,Football,"BURYAK, Leonid",URS,Bronze,131
1976,Football,Football,"FEDOROV, Vladimir",URS,Bronze,131
1976,Football,Football,"FOMENKO, Mikhail",URS,Bronze,131
1976,Football,Football,"KIPIANI, David",URS,Bronze,131
1976,Football,Football,"KOLOTOV, Viktor",URS,Bronze,131
1976,Football,Football,"KONKOV, Anatoli",URS,Bronze,131
1976,Football,Football,"MATVIENKO, Viktor",URS,Bronze,131
1976,Football,Football,"MINAEV, Aleksandr",URS,Bronze,131
1976,Football,Football,"NAZARENKO, Leonid",URS,Bronze,131
1976,Football,Football,"ONISHCHENKO, Vladimir",URS,Bronze,131
1976,Football,Football,"PROKHOROV, Aleksandr",URS,Bronze,131
1976,Football,Football,"RESHKO, Stefan",URS,Bronze,131
1976,Football,Football,"TROSHKIN, Vladimir",URS,Bronze,131
1976,Football,Football,"VEREMEEV, Vladimir",URS,Bronze,131
1976,Football,Football,"ZVYAGINTSEV, Viktor",URS,Bronze,131
1976,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Silver,131
1976,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Gold,131
1976,Gymnastics,Artistic G.,"MARCHENKO, Vladimir",URS,Silver,131
1976,Gymnastics,Artistic G.,"KIM, Nelli",URS,Gold,131
1976,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Silver,131
1976,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Gold,131
1976,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Bronze,131
1976,Gymnastics,Artistic G.,"KIM, Nelli",URS,Silver,131
1976,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Silver,131
1976,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Bronze,131
1976,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Gold,131
1976,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Silver,131
1976,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Silver,131
1976,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Silver,131
1976,Gymnastics,Artistic G.,"KRYSSIN, Gennadi",URS,Silver,131
1976,Gymnastics,Artistic G.,"MARCHENKO, Vladimir",URS,Silver,131
1976,Gymnastics,Artistic G.,"MARKELOV, Vladimir",URS,Silver,131
1976,Gymnastics,Artistic G.,"TIKHONOV, Vladimir",URS,Silver,131
1976,Gymnastics,Artistic G.,"FILATOVA, Maria",URS,Gold,131
1976,Gymnastics,Artistic G.,"GROZDOVA, Svetlana",URS,Gold,131
1976,Gymnastics,Artistic G.,"KIM, Nelli",URS,Gold,131
1976,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Gold,131
1976,Gymnastics,Artistic G.,"SAADI, Elvira",URS,Gold,131
1976,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Gold,131
1976,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Gold,131
1976,Gymnastics,Artistic G.,"KIM, Nelli",URS,Gold,131
1976,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Silver,131
1976,Handball,Handball,"ANPILOGOV, Aleksandr",URS,Gold,131
1976,Handball,Handball,"CHERNYSHOV, Evgeni",URS,Gold,131
1976,Handball,Handball,"FEDYUKIN, Anatoli",URS,Gold,131
1976,Handball,Handball,"GASSY, Valeri",URS,Gold,131
1976,Handball,Handball,"ILYIN, Vasili",URS,Gold,131
1976,Handball,Handball,"ISHCHENKO, Mikhail",URS,Gold,131
1976,Handball,Handball,"KIDYAEV, Yuri",URS,Gold,131
1976,Handball,Handball,"KLIMOV, Yuri",URS,Gold,131
1976,Handball,Handball,"KRAVTSOV, Vladimir",URS,Gold,131
1976,Handball,Handball,"KUSHNIRYUK, Sergei",URS,Gold,131
1976,Handball,Handball,"LAGUTIN, Yuri",URS,Gold,131
1976,Handball,Handball,"MAKSIMOV, Vladimir",URS,Gold,131
1976,Handball,Handball,"REZANOV, Aleksandr",URS,Gold,131
1976,Handball,Handball,"TOMIN, Nikolai",URS,Gold,131
1976,Handball,Handball,"BEREZHNAYA-ODINOKOVA, Liubov",URS,Gold,131
1976,Handball,Handball,"BOBRUS-PARADNIK, Liudmila",URS,Gold,131
1976,Handball,Handball,"CHESAITITE-NENENENE, Aldona",URS,Gold,131
1976,Handball,Handball,"GLUSHCHENKO, Tatyana",URS,Gold,131
1976,Handball,Handball,"KARLOVA, Larisa",URS,Gold,131
1976,Handball,Handball,"LITOSHCHENKO, Mariya",URS,Gold,131
1976,Handball,Handball,"LOBOVA, Nina",URS,Gold,131
1976,Handball,Handball,"MAKARETS-KOCHERGINA, Tatiana",URS,Gold,131
1976,Handball,Handball,"PANCHUK, Lyudmila",URS,Gold,131
1976,Handball,Handball,"SHABANOVA, Rafiga",URS,Gold,131
1976,Handball,Handball,"SHERSTYUK-TIMOSHKINA, Natalia",URS,Gold,131
1976,Handball,Handball,"SHUBINA, Lyudmila",URS,Gold,131
1976,Handball,Handball,"TURCHINA, Zinaida",URS,Gold,131
1976,Handball,Handball,"ZAKHAROVA, Galina",URS,Gold,131
1976,Judo,Judo,"NOVIKOV, Sergei",URS,Gold,131
1976,Judo,Judo,"NEVZOROV, Vladimir",URS,Gold,131
1976,Judo,Judo,"DVOINIKOV, Valeri",URS,Silver,131
1976,Judo,Judo,"KHARSHILADZE, Ramaz",URS,Silver,131
1976,Judo,Judo,"CHOCHOSHVILI, Shota",URS,Bronze,131
1976,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",URS,Silver,131
1976,Rowing,Rowing,"KAMINSKAITE, Leonora",URS,Bronze,131
1976,Rowing,Rowing,"RAMOSHKENE, Genovate",URS,Bronze,131
1976,Rowing,Rowing,"GUZENKO, Olga",URS,Silver,131
1976,Rowing,Rowing,"KOLKOVA, Olga",URS,Silver,131
1976,Rowing,Rowing,"KOZENKOVA, Klavdiya",URS,Silver,131
1976,Rowing,Rowing,"PUGOVSKAYA, Olga",URS,Silver,131
1976,Rowing,Rowing,"ROSHCHINA, Nadezhda",URS,Silver,131
1976,Rowing,Rowing,"ROZGON, Nadezhda",URS,Silver,131
1976,Rowing,Rowing,"TALALAEVA, Lyubov",URS,Silver,131
1976,Rowing,Rowing,"TARAKANOVA, Nelli",URS,Silver,131
1976,Rowing,Rowing,"ZUBKO, Elena",URS,Silver,131
1976,Rowing,Rowing,"ARNEMANN, Raul",URS,Bronze,131
1976,Rowing,Rowing,"DOLININ, Valeri",URS,Bronze,131
1976,Rowing,Rowing,"GASAN-DZHALALOV, Anushavan",URS,Bronze,131
1976,Rowing,Rowing,"KUZNETSOV, Nikolai",URS,Bronze,131
1976,Rowing,Rowing,"ESHINOV, Vladimir",URS,Gold,131
1976,Rowing,Rowing,"IVANOV, Nikolai",URS,Gold,131
1976,Rowing,Rowing,"KLEPIKOV, Aleksandr",URS,Gold,131
1976,Rowing,Rowing,"KUZNETSOV, Mikhail",URS,Gold,131
1976,Rowing,Rowing,"LUKYANOV, Aleksandr",URS,Gold,131
1976,Rowing,Rowing,"KROKHINA, Lyudmila",URS,Bronze,131
1976,Rowing,Rowing,"KRYLOVA, Lidiya",URS,Bronze,131
1976,Rowing,Rowing,"MISHENINA, Galina",URS,Bronze,131
1976,Rowing,Rowing,"PASOKHA, Anna",URS,Bronze,131
1976,Rowing,Rowing,"SEVOSTYANOVA, Nadezhda",URS,Bronze,131
1976,Rowing,Rowing,"BEKHTEREV, Dmitri",URS,Silver,131
1976,Rowing,Rowing,"LORENTSON, Yuri",URS,Silver,131
1976,Rowing,Rowing,"SHURKALOV, Yuri",URS,Silver,131
1976,Rowing,Rowing,"ALEXANDROVA-POPOVA, Larissa",URS,Silver,131
1976,Rowing,Rowing,"BRYUNINA, Mira",URS,Silver,131
1976,Rowing,Rowing,"CHERNYSHOVA, Nadezhda",URS,Silver,131
1976,Rowing,Rowing,"ERMOLAEVA, Galina",URS,Silver,131
1976,Rowing,Rowing,"KONDRASHINA, Anna",URS,Silver,131
1976,Rowing,Rowing,"BUTKUS, Vitautas",URS,Silver,131
1976,Rowing,Rowing,"DULEEV, Evgeni",URS,Silver,131
1976,Rowing,Rowing,"LAZDENIEKS, Aivar",URS,Silver,131
1976,Rowing,Rowing,"YAKIMOV, Yuri",URS,Silver,131
1976,Rowing,Rowing,"ANTONOVA, Elena",URS,Bronze,131
1976,Sailing,Sailing,"BALASHOV, Andrei",URS,Silver,131
1976,Sailing,Sailing,"AKIMENKO, Vladislav",URS,Silver,131
1976,Sailing,Sailing,"MANKIN, Valentyn",URS,Silver,131
1976,Shooting,Shooting,"LUSHCHIKOV, Gennadi",URS,Bronze,131
1976,Shooting,Shooting,"GAZOV, Aleksandr",URS,Gold,131
1976,Shooting,Shooting,"KEDYAROV, Aleksandr",URS,Silver,131
1976,Volleyball,Volleyball,"CHERNYSHEV, Vladimir",URS,Silver,131
1976,Volleyball,Volleyball,"CHULAK, Yefim",URS,Silver,131
1976,Volleyball,Volleyball,"DOROKHOV, Vladimir",URS,Silver,131
1976,Volleyball,Volleyball,"ERMILOV, Aleksandr",URS,Silver,131
1976,Volleyball,Volleyball,"KONDRA, Vladimir",URS,Silver,131
1976,Volleyball,Volleyball,"MOLIBOGA, Oleg",URS,Silver,131
1976,Volleyball,Volleyball,"POLISHCHUK, Anatoli",URS,Silver,131
1976,Volleyball,Volleyball,"SAVIN, Aleksandr",URS,Silver,131
1976,Volleyball,Volleyball,"SELIVANOV, Pavel",URS,Silver,131
1976,Volleyball,Volleyball,"STARUNSKY, Yuri",URS,Silver,131
1976,Volleyball,Volleyball,"ULANOV, Vladimir",URS,Silver,131
1976,Volleyball,Volleyball,"ZAITSEV, Viacheslav",URS,Silver,131
1976,Volleyball,Volleyball,"BERGEN, Larisa",URS,Silver,131
1976,Volleyball,Volleyball,"CHERNYSHOVA, Liudmila",URS,Silver,131
1976,Volleyball,Volleyball,"KOZAKOVA, Olga",URS,Silver,131
1976,Volleyball,Volleyball,"KUSHNIR, Natalya",URS,Silver,131
1976,Volleyball,Volleyball,"MURADYAN, Nina",URS,Silver,131
1976,Volleyball,Volleyball,"OSADCHAYA, Liliya",URS,Silver,131
1976,Volleyball,Volleyball,"ROSTOVA, Anna",URS,Silver,131
1976,Volleyball,Volleyball,"RUDOVSKAYA, Lyubov",URS,Silver,131
1976,Volleyball,Volleyball,"RYSKAL, Inna",URS,Silver,131
1976,Volleyball,Volleyball,"SHCHETININA, Lyudmila",URS,Silver,131
1976,Volleyball,Volleyball,"SMOLEEVA, Nina",URS,Silver,131
1976,Volleyball,Volleyball,"YUSOVA, Zoya",URS,Silver,131
1976,Weightlifting,Weightlifting,"VORONIN, Aleksandr",URS,Gold,131
1976,Weightlifting,Weightlifting,"ALEKSEYEV, Vasily",URS,Gold,131
1976,Weightlifting,Weightlifting,"KOLESNIKOV, Nikolai",URS,Gold,131
1976,Weightlifting,Weightlifting,"KOROL, Pyotr",URS,Gold,131
1976,Weightlifting,Weightlifting,"MILITOSYAN, Vartan",URS,Silver,131
1976,Weightlifting,Weightlifting,"SHARY, Valeri",URS,Gold,131
1976,Weightlifting,Weightlifting,"RIGERT, David",URS,Gold,131
1976,Weightlifting,Weightlifting,"ZAITSEV, Yuri",URS,Gold,131
1976,Wrestling,Wrestling Free.,"DMITRIEV, Roman",URS,Silver,131
1976,Wrestling,Wrestling Free.,"ANDIEV, Soslan",URS,Gold,131
1976,Wrestling,Wrestling Free.,"IVANOV, Aleksandr",URS,Silver,131
1976,Wrestling,Wrestling Free.,"YUMIN, Vladimir",URS,Gold,131
1976,Wrestling,Wrestling Free.,"PINIGIN, Pavel",URS,Gold,131
1976,Wrestling,Wrestling Free.,"NOVOZHILOV, Viktor",URS,Silver,131
1976,Wrestling,Wrestling Free.,"TEDIASHVILI, Levan",URS,Gold,131
1976,Wrestling,Wrestling Free.,"YARYGIN, Ivan",URS,Gold,131
1976,Wrestling,Wrestling Gre-R,"SHUMAKOV, Aleksei",URS,Gold,131
1976,Wrestling,Wrestling Gre-R,"KOLCHINSKY, Aleksandr",URS,Gold,131
1976,Wrestling,Wrestling Gre-R,"KONSTANTINOV, Vitali",URS,Gold,131
1976,Wrestling,Wrestling Gre-R,"MUSTAFIN, Farkhad",URS,Bronze,131
1976,Wrestling,Wrestling Gre-R,"DAVIDYAN, Nelson",URS,Silver,131
1976,Wrestling,Wrestling Gre-R,"NALBANDYAN, Suren",URS,Gold,131
1976,Wrestling,Wrestling Gre-R,"BYKOV, Anatoli",URS,Gold,131
1976,Wrestling,Wrestling Gre-R,"CHEBOKSAROV, Vladimir",URS,Silver,131
1976,Wrestling,Wrestling Gre-R,"REZANTSEV, Valeri",URS,Gold,131
1976,Wrestling,Wrestling Gre-R,"BALBOSHIN, Nikolai",URS,Gold,131
1980,Aquatics,Diving,"AMBARTSUMYAN, David",URS,Bronze,131
1980,Aquatics,Diving,"ALEINIK, Vladimir",URS,Silver,131
1980,Aquatics,Diving,"TSOTADZE, Liana",URS,Bronze,131
1980,Aquatics,Diving,"EMIRZIAN, Servard",URS,Silver,131
1980,Aquatics,Diving,"PORTNOV, Aleksandr",URS,Gold,131
1980,Aquatics,Diving,"KALININA, Irina",URS,Gold,131
1980,Aquatics,Swimming,"DOLGOV, Vladimir",URS,Bronze,131
1980,Aquatics,Swimming,"KUZNETSOV, Viktor",URS,Silver,131
1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Silver,131
1980,Aquatics,Swimming,"VASILKOVA, Elvira",URS,Silver,131
1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Gold,131
1980,Aquatics,Swimming,"CHAEV, Aleksandr",URS,Silver,131
1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Bronze,131
1980,Aquatics,Swimming,"ZHULPA, Robertas",URS,Gold,131
1980,Aquatics,Swimming,"BOGDANOVA, Yulia",URS,Bronze,131
1980,Aquatics,Swimming,"KACHUSHITE, Lina",URS,Gold,131
1980,Aquatics,Swimming,"VARGANOVA, Svetlana",URS,Silver,131
1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Gold,131
1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Gold,131
1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Silver,131
1980,Aquatics,Swimming,"STUKOLKIN, Ivar",URS,Bronze,131
1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Gold,131
1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Silver,131
1980,Aquatics,Swimming,"SIDORENKO, Aleksandr",URS,Gold,131
1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Silver,131
1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Silver,131
1980,Aquatics,Swimming,"KUZNETSOV, Viktor",URS,Silver,131
1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Silver,131
1980,Aquatics,Swimming,"SEREDIN, Evgeni",URS,Silver,131
1980,Aquatics,Swimming,"GRISHCHENKOVA, Alla",URS,Bronze,131
1980,Aquatics,Swimming,"KRUGLOVA, Elena",URS,Bronze,131
1980,Aquatics,Swimming,"STRUNNIKOVA, Natalia",URS,Bronze,131
1980,Aquatics,Swimming,"VASILKOVA, Elvira",URS,Bronze,131
1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Gold,131
1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Gold,131
1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Gold,131
1980,Aquatics,Swimming,"STUKOLKIN, Ivar",URS,Gold,131
1980,Aquatics,Water polo,"AKIMOV, Vladimir",URS,Gold,131
1980,Aquatics,Water polo,"BARKALOV, Aleksei",URS,Gold,131
1980,Aquatics,Water polo,"GRISHIN, Evgeni",URS,Gold,131
1980,Aquatics,Water polo,"IVANOV, Mikhail",URS,Gold,131
1980,Aquatics,Water polo,"KABANOV, Aleksandr",URS,Gold,131
1980,Aquatics,Water polo,"KOTENKO, Sergei",URS,Gold,131
1980,Aquatics,Water polo,"MSCHVENIERADZE, Georgi",URS,Gold,131
1980,Aquatics,Water polo,"RIISMAN, Mait",URS,Gold,131
1980,Aquatics,Water polo,"SHAGAEV, Erkin",URS,Gold,131
1980,Aquatics,Water polo,"SHARONOV, Evgeni",URS,Gold,131
1980,Aquatics,Water polo,"SOBCHENKO, Viacheslav",URS,Gold,131
1980,Archery,Archery,"ISACHENKO, Boris",URS,Silver,131
1980,Archery,Archery,"LOSABERIDZE, Keto",URS,Gold,131
1980,Archery,Archery,"BUTUZOVA, Natalia",URS,Silver,131
1980,Athletics,Athletics,"KONDRATIEVA, Liudmila",URS,Gold,131
1980,Athletics,Athletics,"KOMISOVA, Vera",URS,Gold,131
1980,Athletics,Athletics,"PUCHKOV, Aleksandr",URS,Bronze,131
1980,Athletics,Athletics,"OLIZARENKO, Nadezhda",URS,Bronze,131
1980,Athletics,Athletics,"KAZANKINA, Tatiana",URS,Gold,131
1980,Athletics,Athletics,"BOCHINA, Natalia",URS,Silver,131
1980,Athletics,Athletics,"POCHINCHUK, Piotr",URS,Silver,131
1980,Athletics,Athletics,"MARKIN, Viktor",URS,Gold,131
1980,Athletics,Athletics,"ARKHIPENKO, Vasili",URS,Silver,131
1980,Athletics,Athletics,"AKSININ, Aleksandr",URS,Gold,131
1980,Athletics,Athletics,"MURAVYOV, Vladimir",URS,Gold,131
1980,Athletics,Athletics,"PROKOFIEV, Andrei",URS,Gold,131
1980,Athletics,Athletics,"SIDOROV, Nikolai",URS,Gold,131
1980,Athletics,Athletics,"ANISIMOVA, Vera",URS,Silver,131
1980,Athletics,Athletics,"BOCHINA, Natalia",URS,Silver,131
1980,Athletics,Athletics,"KOMISOVA, Vera",URS,Silver,131
1980,Athletics,Athletics,"ZHARKOVA-MASLAKOVA, Liudmila",URS,Silver,131
1980,Athletics,Athletics,"CHERNETSKI, Nikolai",URS,Gold,131
1980,Athletics,Athletics,"LINGE, Mikhail",URS,Gold,131
1980,Athletics,Athletics,"MARKIN, Viktor",URS,Gold,131
1980,Athletics,Athletics,"VALIULIS, Remigius",URS,Gold,131
1980,Athletics,Athletics,"GOISHCHIK, Tatiana",URS,Gold,131
1980,Athletics,Athletics,"NAZAROVA, Irina",URS,Gold,131
1980,Athletics,Athletics,"PROROCHENKO, Tatiana",URS,Gold,131
1980,Athletics,Athletics,"ZIUSKOVA, Nina",URS,Gold,131
1980,Athletics,Athletics,"IVCHENKO, Evgeni",URS,Bronze,131
1980,Athletics,Athletics,"KIROV, Nikolai",URS,Bronze,131
1980,Athletics,Athletics,"PROVIDOKHINA, Tatiana",URS,Bronze,131
1980,Athletics,Athletics,"OLIZARENKO, Nadezhda",URS,Gold,131
1980,Athletics,Athletics,"MINEEVA, Olga",URS,Silver,131
1980,Athletics,Athletics,"ZHELANOV, Sergei",URS,Bronze,131
1980,Athletics,Athletics,"KUTSENKO, Yuri",URS,Silver,131
1980,Athletics,Athletics,"RASHCHUPKIN, Viktor",URS,Gold,131
1980,Athletics,Athletics,"LESOVAIA, Tatiana",URS,Bronze,131
1980,Athletics,Athletics,"TAMM, Yuri",URS,Bronze,131
1980,Athletics,Athletics,"SEDYKH, Yuri",URS,Gold,131
1980,Athletics,Athletics,"LITVINOV, Sergei",URS,Silver,131
